region,site,site_code,lat,long,census,date,time,microsite,species,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,10/05/2022,10:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,shrub,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,shrub,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,ground,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,10/05/2022,11:00,air,NA,,,,,
Carrizo,Carrizo_3,3,35.16245,-119.67445,1,12/05/2022,,air,raven,,,,,
Mojave,Tecopa,7,35.85151504,-116.186706,1,14/05/2022,13:00,air,raven,,,,,
Mojave,Tecopa,7,35.85151504,-116.186706,1,14/05/2022,13:00,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,10:45,shrub,NA,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,song sparrow,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,california towhee,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,dark eyed junco,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,dark eyed junco,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,dark eyed junco,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,northern mockingbird,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,northern mockingbird,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,northern mockingbird,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,dark eyed junco,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_1,1,34.84872602,-119.483117,1,16/05/2022,,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,ground,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,brewer's blackbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,northern mockingbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,northern mockingbird,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,dark eyed junco,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,california towhee,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
Cuyama,Cuyama_2,2,34.85362197,-119.485961,1,16/05/2022,11:20,air,raven,,,,,
